Block,Time,RIHAND2,CHAMERA3,DHAULIGNGA,KISHANGANGA,NAPP,CHAMERA2,JHAJJAR,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,TANDA2,RIHAND3,SINGRAULI,UNCHAHAR2,SEWA2,UNCHAHAR1,UNCHAHAR4,URI2,TEHRI,SINGRAULI_HYDRO,UNCHAHAR3,BSIUL,RAPPB,CHAMERA1,URI,TANAKPUR,SALAL,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NTPL,RSTPSU1TO6,RSTPSU7,SIMHST1,SIMHST2,TALST2,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
6,01:15-01:30,118.125,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,6.5208,0,0,34.224,5.8926,12.782,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

7,01:30-01:45,118.125,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,6.5208,0,0,34.224,0,12.782,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

8,01:45-02:00,118.125,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,6.5208,0,0,34.224,0,12.782,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

9,02:00-02:15,118.125,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,6.5208,0,0,34.224,0,15.106,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

10,02:15-02:30,118.125,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,6.5208,0,0,34.224,0,79.37622,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

11,02:30-02:45,118.125,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,6.5208,0,0,40.848,0,79.37622,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

12,02:45-03:00,118.125,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,6.5208,0,0,40.848,0,79.37622,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

13,03:00-03:15,110.88,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,34.224,0,79.37622,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

14,03:15-03:30,110.88,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,34.224,0,15.106,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

15,03:30-03:45,110.88,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,34.224,0,12.782,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

16,03:45-04:00,110.88,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,34.224,0,12.782,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

17,04:00-04:15,110.88,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,34.224,0,12.782,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

18,04:15-04:30,110.88,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,14.04936,34.224,0,12.782,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

19,04:30-04:45,110.88,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,18.94,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,14.04936,34.224,0,12.782,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

20,04:45-05:00,110.88,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,37.88,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,28.09872,34.224,0,12.782,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

21,05:00-05:15,110.88,0,9.1149,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,60.608,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,12.033,0.66955,26.39091,13.0416,0,28.09872,40.848,0,12.782,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

22,05:15-05:30,110.88,0,9.1149,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,60.608,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,12.033,0.66955,26.39091,6.5208,0,34.56645,40.848,0,12.782,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

23,05:30-05:45,110.88,9.67784,9.1149,0,42.0792,13.17004,653.1525,8.874,0,0,92,679.493168,16.478852,0,93.5636,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,12.033,0.66955,26.39091,6.5208,0,42.14808,34.224,0,25.564,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

24,05:45-06:00,110.88,19.35568,9.1149,0,42.0792,13.17004,653.1525,8.874,0,0,92,679.493168,16.478852,0,93.5636,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,36.099,0.66955,26.39091,6.5208,0,42.14808,34.224,0,25.564,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

25,06:00-06:15,110.88,19.35568,18.2298,0,42.0792,26.34008,653.1525,17.748,0,0,92,679.493168,32.957704,0,93.5636,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,48.132,0.66955,26.39091,6.5208,0,42.14808,34.224,0,25.564,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

26,06:15-06:30,110.88,19.35568,27.408108,0,42.0792,39.51012,653.1525,26.622,0,0,92,679.493168,49.436556,0,93.5636,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,48.132,0.66955,26.39091,19.5624,0,42.14808,34.224,0,79.37622,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

27,06:30-06:45,110.88,19.35568,36.544144,0,42.0792,39.51012,653.1525,26.622,0,0,92,679.493168,49.436556,0,93.5636,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,48.132,0.66955,26.39091,19.5624,0,42.14808,34.224,0,79.37622,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

28,06:45-07:00,110.88,19.35568,36.544144,0,42.0792,39.51012,653.1525,26.622,0,0,92,679.493168,49.436556,0,93.5636,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,48.132,0.66955,26.39091,19.5624,0,42.14808,34.224,0,79.37622,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

29,07:00-07:15,110.88,19.35568,36.544144,0,42.0792,39.51012,653.1525,26.622,0,0,92,679.493168,49.436556,0,93.5636,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,48.132,0.66955,26.39091,19.5624,0,42.14808,34.224,0,79.37622,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

30,07:15-07:30,110.88,19.35568,27.408108,0,42.0792,39.51012,653.1525,26.622,0,0,92,679.493168,49.436556,0,93.5636,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,48.132,0.66955,26.39091,19.5624,0,42.14808,34.224,0,25.564,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

31,07:30-07:45,110.88,19.35568,27.408108,0,42.0792,39.51012,653.1525,26.622,0,0,92,679.493168,49.436556,0,93.5636,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,48.132,0.66955,26.39091,19.5624,0,42.14808,40.848,1.9215,25.564,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

32,07:45:08:00,110.88,19.35568,18.250936,0,42.0792,26.34008,653.1525,18.0438,0,0,92,679.493168,32.957704,0,93.5636,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,48.132,0.66955,26.39091,6.5208,0,42.14808,40.848,1.9215,25.564,0,69.504,0,0,0,43.155,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

33,08:00-08:15,110.88,19.35568,9.1149,0,42.0792,26.34008,653.1525,8.874,0,0,92,679.493168,16.478852,0,60.608,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,48.132,0.66955,26.39091,6.5208,0,42.14808,34.224,0.3843,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

34,08:15-08:30,110.88,19.35568,0,0,42.0792,26.34008,653.1525,8.874,0,0,92,679.493168,16.478852,0,60.608,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,48.132,0.66955,26.39091,6.5208,0,42.14808,34.224,0.3843,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

35,08:30-08:45,110.88,19.35568,0,0,42.0792,26.34008,653.1525,8.874,0,0,92,679.493168,16.478852,0,37.88,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,36.099,0.66955,26.39091,6.5208,0,42.14808,34.224,0.3843,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

36,08:45:09:00,110.88,19.35568,0,0,42.0792,26.34008,653.1525,8.874,0,0,92,679.493168,16.478852,0,37.88,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,36.099,0.66955,26.39091,6.5208,0,42.14808,34.224,0.3843,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

37,09:00:09:15,110.88,19.35568,0,0,42.0792,26.34008,653.1525,8.874,0,0,92,679.493168,16.478852,0,37.88,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,36.099,0.66955,26.39091,6.5208,0,42.14808,34.224,0.6405,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

38,09:15-09:30,110.88,19.35568,0,0,42.0792,26.34008,653.1525,8.874,0,0,92,679.493168,16.478852,0,18.94,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,24.066,0.66955,26.39091,6.5208,0,28.09872,34.224,0.6405,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

39,09:30-09:45,110.88,19.35568,0,0,42.0792,26.34008,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,24.066,0.66955,26.39091,13.0416,0,28.09872,34.224,6.9174,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

40,09:45-10:00,110.88,19.35568,0,0,42.0792,26.34008,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,12.033,0.66955,26.39091,13.0416,0,28.09872,34.224,6.9174,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

41,10:00-10:15,110.88,19.35568,0,0,42.0792,26.34008,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,12.033,0.66955,26.39091,13.0416,0,14.04936,40.848,6.9174,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

42,10:15-10:30,110.88,9.67784,0,0,42.0792,26.34008,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,14.04936,40.848,6.2769,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

43,10:30-10:45,110.88,0,0,0,42.0792,26.34008,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,14.04936,35.328,6.2769,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

44,10:45-11:00,110.88,0,0,0,42.0792,13.17004,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,35.328,6.2769,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

45,11:00-11:15,110.88,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,35.328,0,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

46,11:15-11:30,110.88,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,35.328,0,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

47,11:30-11:45,110.88,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,35.328,0,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

48,11:45-12:00,110.88,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,35.328,0,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

49,12:00-12:15,110.88,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,0,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,35.328,0,40.089,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

50,12:15-12:30,110.88,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,0,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,35.328,0,40.089,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

51,12:30-12:45,110.88,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,0,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,40.848,0,40.089,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

52,12:45-13:00,110.88,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,0,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,40.848,0,40.089,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

53,13:00-13:15,110.88,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,0,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,35.328,0,40.089,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

54,13:15-13:30,110.88,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,0,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,35.328,0,40.089,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

55,13:30-13:45,110.88,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,0,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,6.5208,0,0,35.328,0,40.089,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

56,13:45-14:00,110.88,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,0,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,6.5208,0,0,35.328,0,40.089,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

