Block,Time,URI,URI2,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR4,TANDA2,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,CHAMERA1,CHAMERA2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,KOLDAM,NJPC,RAPPC,CHAMERA3,DHAULIGNGA,BSIUL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NTPL,RSTPSU1TO6,RSTPSU7,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,SIMHST1,SIMHST2,TALST2,TelanganaSTPP,VALLURNTECL,FSTPP I & II,KHSTPP-I,KHSTPP-II,TALA,BRBCL,SASAN
6,01:15-01:30,35.328,37.89052,124.384996,130.580717,0,148.982313,10.8885,0,21.01977,27.63898,83.664,1.147846,21.929378,3.094586,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,6.5208,0,51.87616,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,4.704,15.00135,279

7,01:30-01:45,35.328,37.89052,124.384996,130.580717,0,148.982313,10.8885,0,21.01977,27.63898,83.664,1.147846,21.929378,3.094586,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,6.5208,0,51.87616,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,32.171,148.302375,4.704,15.00135,279

8,01:45-02:00,35.328,37.89052,124.384996,130.580717,0,148.982313,10.8885,0,21.01977,27.63898,83.664,1.147846,21.929378,3.094586,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,6.5208,0,51.87616,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,32.171,148.302375,4.704,15.00135,279

9,02:00-02:15,35.328,37.89052,124.384996,130.580717,0,142.539835,12.1695,0,22.630299,27.63898,83.664,1.147846,21.929378,3.094586,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,51.87616,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,32.171,148.302375,5.292,15.00135,279

10,02:15-02:30,35.328,37.89052,124.384996,130.580717,0,142.539835,12.1695,0,22.630299,27.63898,83.664,1.147846,21.929378,3.094586,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,51.87616,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,32.171,148.302375,5.292,15.00135,279

11,02:30-02:45,35.328,37.89052,124.384996,130.580717,0,142.539835,12.1695,0,22.630299,27.63898,83.664,1.147846,21.929378,3.094586,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,51.87616,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,32.171,148.302375,5.292,15.00135,279

12,02:45-03:00,35.328,37.89052,124.384996,130.580717,0,142.539835,12.1695,0,22.630299,27.63898,83.664,1.147846,21.929378,3.094586,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,51.87616,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,32.171,148.302375,5.292,15.00135,279

13,03:00-03:15,35.328,37.89052,124.384996,130.580717,0,142.539835,10.8885,0,22.630299,27.63898,75.53,1.147846,21.929378,3.094586,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,51.87616,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,32.171,148.302375,5.292,15.00135,295.875

14,03:15-03:30,35.328,37.89052,124.384996,130.580717,0,142.539835,10.8885,0,22.630299,27.63898,75.53,1.147846,21.929378,3.094586,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,51.87616,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,32.171,148.302375,5.292,15.00135,307.125

15,03:30-03:45,35.328,37.89052,124.384996,130.580717,0,142.539835,12.1695,0,19.539504,27.63898,75.53,1.147846,21.929378,3.094586,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,51.87616,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,32.171,148.302375,4.998,15.00135,315

16,03:45-04:00,35.328,37.89052,124.384996,130.580717,0,142.539835,12.1695,0,17.763186,27.63898,75.53,1.147846,21.929378,3.094586,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,51.87616,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,32.171,148.302375,4.998,15.00135,322.875

17,04:00-04:15,35.328,37.89052,124.384996,130.580717,0,142.539835,12.1695,0,17.763186,27.63898,75.53,1.147846,21.929378,3.094586,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,52.136844,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,32.171,148.302375,5.292,15.00135,330.75

18,04:15-04:30,35.328,37.89052,124.384996,130.580717,0,142.539835,12.1695,0,17.763186,27.63898,75.53,1.147846,21.929378,3.094586,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,52.136844,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,32.171,148.302375,5.292,15.00135,338.625

19,04:30-04:45,35.328,37.89052,124.384996,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,75.53,1.147846,21.929378,3.094586,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,52.136844,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,32.171,148.302375,5.292,15.00135,346.5

20,04:45-05:00,35.328,37.89052,124.384996,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,75.53,1.147846,21.929378,3.094586,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,52.136844,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,32.171,148.302375,5.292,15.00135,348.975

21,05:00-05:15,35.328,37.89052,124.384996,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,75.53,1.147846,21.929378,3.094586,5.534085,49.900258,9.154482,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,52.136844,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,32.171,148.302375,5.292,15.00135,348.975

22,05:15-05:30,35.328,37.89052,124.384996,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,75.53,1.147846,21.929378,3.094586,5.534085,49.900258,12.205976,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,52.136844,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,32.171,148.302375,4.116,15.00135,348.975

23,05:30-05:45,35.328,37.89052,124.384996,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,75.53,1.147846,21.929378,3.094586,5.534085,49.900258,18.308964,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,52.136844,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,32.171,148.302375,4.116,15.00135,348.975

24,05:45-06:00,35.328,37.89052,124.384996,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,75.53,1.147846,21.929378,3.094586,5.534085,49.900258,79.338844,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,52.136844,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,32.171,148.302375,4.116,15.00135,348.975

25,06:00-06:15,35.328,37.89052,124.384996,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,75.53,1.147846,21.929378,3.094586,5.534085,49.900258,79.338844,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,51.745818,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,32.171,148.302375,3.822,15.00135,348.975

26,06:15-06:30,35.328,37.89052,124.384996,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,75.53,1.147846,21.929378,3.094586,5.534085,49.900258,79.338844,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,51.615476,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,32.171,148.302375,3.822,15.00135,348.975

27,06:30-06:45,35.328,37.89052,124.384996,130.580717,0,142.539835,5.7645,0,17.763186,27.63898,75.53,1.147846,21.929378,3.094586,5.534085,49.900258,79.338844,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,51.224449,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,29.136,148.302375,3.822,15.00135,348.975

28,06:45-07:00,35.328,37.89052,124.384996,130.580717,0,142.539835,4.4835,0,17.763186,27.63898,75.53,1.147846,21.929378,3.094586,5.534085,49.900258,79.338844,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,51.224449,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,3.822,15.00135,348.975

29,07:00-07:15,35.328,37.89052,124.384996,130.580717,0,142.539835,3.843,0,17.763186,27.63898,75.53,1.147846,18.965948,2.853988,5.534085,49.900258,79.338844,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,19.6614,0,51.224449,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,4.116,15.00135,348.975

30,07:15-07:30,35.328,37.89052,124.384996,130.580717,0,142.539835,7.9422,0,17.763186,27.63898,75.53,1.147846,18.965948,2.853988,5.534085,49.900258,9.154482,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,19.6614,0,51.224449,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,4.41,15.00135,348.975

31,07:30-07:45,35.328,37.89052,114.816919,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,75.53,1.147846,18.965948,2.853988,5.534085,49.900258,4.272092,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,19.6614,0,50.833423,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,4.704,15.00135,348.975

32,07:45:08:00,35.328,37.89052,114.816919,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,75.53,1.147846,18.965948,2.853988,5.534085,49.900258,4.272092,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,19.6614,0,50.833423,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,7.644,15.00135,348.975

33,08:00-08:15,35.328,37.89052,114.816919,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,75.53,1.147846,18.965948,2.853988,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,19.6614,0,50.312054,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,7.644,15.00135,348.975

34,08:15-08:30,35.328,37.89052,114.816919,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,75.53,1.147846,18.965948,2.853988,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,19.6614,0,50.312054,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,7.644,15.00135,348.975

35,08:30-08:45,35.328,37.89052,114.816919,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,75.53,1.147846,18.965948,2.853988,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,50.312054,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,7.644,15.00135,348.975

36,08:45:09:00,35.328,37.89052,114.816919,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,75.53,1.147846,18.965948,2.853988,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,50.312054,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,7.644,15.00135,348.975

37,09:00:09:15,35.328,37.89052,114.816919,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,75.53,1.147846,18.965948,2.853988,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,19.5624,0,50.312054,0,0,0,77.397222,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,6.174,15.00135,348.975

38,09:15-09:30,35.328,37.89052,114.816919,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,75.53,1.147846,18.965948,2.853988,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,19.5624,0,50.312054,0,0,0,77.397222,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,6.174,15.00135,348.975

39,09:30-09:45,35.328,37.89052,114.816919,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,75.53,1.147846,18.965948,2.853988,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,19.5624,0,50.312054,0,0,0,77.397222,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,6.468,15.00135,348.975

40,09:45-10:00,35.328,37.89052,114.816919,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,75.53,1.147846,18.965948,2.853988,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,19.5624,0,50.312054,0,0,0,77.397222,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,6.468,15.00135,348.975

41,10:00-10:15,40.848,37.89052,114.816919,130.580717,0,142.539835,5.7645,0,17.763186,27.63898,75.53,1.147846,18.965948,2.853988,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,49.790686,0,0,0,77.397222,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,6.615,15.00135,348.975

42,10:15-10:30,40.848,37.89052,114.816919,130.580717,0,142.539835,5.7645,0,17.763186,27.63898,75.53,1.147846,18.965948,2.853988,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,49.790686,0,0,0,77.397222,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,6.615,15.00135,348.975

43,10:30-10:45,40.848,37.89052,114.816919,130.580717,0,142.539835,5.7645,0,17.763186,27.63898,75.53,1.147846,18.965948,2.853988,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,49.790686,0,0,0,77.397222,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,6.615,15.00135,348.975

44,10:45-11:00,40.848,37.89052,114.816919,130.580717,0,142.539835,8.3265,0,17.763186,27.63898,75.53,1.147846,18.965948,2.853988,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,49.790686,0,0,0,77.397222,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,6.615,15.00135,348.975

45,11:00-11:15,40.848,37.89052,114.816919,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,46.48,1.147846,18.965948,2.853988,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,49.790686,0,0,0,77.397222,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,6.615,15.00135,348.975

46,11:15-11:30,40.848,37.89052,114.816919,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,46.48,1.147846,18.965948,2.853988,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,13.0416,0,49.790686,0,0,0,77.397222,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,6.615,15.00135,348.975

47,11:30-11:45,40.848,37.89052,124.384996,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,52.29,1.147846,18.965948,2.853988,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,6.5208,0,49.790686,0,0,0,77.397222,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,6.321,15.00135,348.975

48,11:45-12:00,40.848,37.89052,124.384996,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,52.29,1.147846,18.965948,2.853988,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,6.5208,0,49.790686,0,0,0,77.397222,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,6.321,15.00135,348.975

49,12:00-12:15,40.848,37.89052,124.384996,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,75.53,1.147846,18.965948,2.853988,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,6.5208,0,58.65395,0,0,0,77.397222,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,6.615,15.00135,348.975

50,12:15-12:30,40.848,37.89052,124.384996,130.580717,0,142.539835,10.8885,0,17.763186,27.63898,75.53,1.147846,18.965948,2.853988,5.534085,49.900258,19.529562,6.745515,0,46.31806,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,43.536137,6.5208,0,58.65395,0,0,0,77.397222,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,26.708,148.302375,6.615,15.00135,348.975

