timeslot,revisionno,discomcode,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL
11,48EnNDPL2023/12/31,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,77.6893,0.0000,12.4614,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,71.6500,0.0000,148.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,28.2256,18.1196,0.0000,25.6957,38.5310,3.3472,13.0053,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7213,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.7022,0.0000,0.0000,0.0000,0.0000,0.8468,1.4450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1166,0.0000,0.0000,0.0000,0.0000,274.6190,8.1570,0.7300,0.8500,0.0000,0.0000,200.0000,1.5700,1.0700,13.6587,21.9239,28.2440,0.0000,0.0000,15.9500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5225,0.0000,0.0000,0.0000,0.0000,200.0000
12,48EnNDPL2023/12/31,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,77.6893,0.0000,12.4614,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,71.6500,0.0000,148.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,28.2256,18.1196,0.0000,25.6957,38.5310,3.3472,13.0053,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7213,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.7022,0.0000,0.0000,0.0000,0.0000,0.8468,1.4450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1166,0.0000,0.0000,0.0000,0.0000,274.6190,8.1570,0.7300,0.8500,0.0000,0.0000,200.0000,1.5700,1.0700,13.6587,21.9239,28.2440,0.0000,0.0000,15.5300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5225,0.0000,0.0000,0.0000,0.0000,200.0000
13,48EnNDPL2023/12/31,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,77.6893,0.0000,12.4614,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,71.6500,0.0000,148.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,28.2256,18.1196,0.0000,25.6957,38.5310,3.3472,13.0053,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.7022,0.0000,0.0000,0.0000,0.0000,0.8468,1.4450,0.0000,0.0000,0.0000,0.0000,5.0561,0.0000,0.0000,0.1166,0.0000,0.0000,0.0000,0.0000,274.6190,0.0000,0.7300,0.8500,0.0000,0.0000,200.0000,1.5700,1.0700,13.6587,21.9239,28.2440,0.0000,0.0000,15.3200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5225,0.0000,0.0000,0.0000,0.0000,200.0000
14,48EnNDPL2023/12/31,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,77.6893,0.0000,12.4614,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,71.6500,0.0000,148.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,28.2256,18.1196,0.0000,25.6957,38.5310,3.3472,13.0053,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.7022,0.0000,0.0000,0.0000,0.0000,0.8468,1.4450,0.0000,0.0000,0.0000,0.0000,5.0561,0.0000,0.0000,0.1166,0.0000,0.0000,0.0000,0.0000,274.6190,0.0000,0.7300,0.8500,0.0000,0.0000,200.0000,1.5700,1.0700,13.6587,21.9239,28.2440,0.0000,0.0000,14.8200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5225,0.0000,0.0000,0.0000,0.0000,200.0000
15,48EnNDPL2023/12/31,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,77.6893,0.0000,12.4614,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,71.6500,0.0000,148.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,28.2256,18.1196,0.0000,25.6957,38.5310,3.3472,13.0053,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.7022,0.0000,0.0000,0.0000,0.0000,0.8468,1.4450,0.0000,0.0000,0.0000,0.0000,5.0561,0.0000,0.0000,0.1166,0.0000,0.0000,0.0000,0.0000,274.6190,0.0000,0.7300,0.8500,0.0000,0.0000,200.0000,1.5700,1.0700,13.6587,21.9239,28.2440,0.0000,0.0000,13.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5225,0.0000,0.0000,0.0000,0.0000,200.0000
16,48EnNDPL2023/12/31,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,77.6893,0.0000,12.4614,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,71.6500,0.0000,148.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,28.2256,18.1196,0.0000,25.6957,38.5310,3.3472,13.0053,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.7022,0.0000,0.0000,0.0000,0.0000,0.8468,1.4450,0.0000,0.0000,0.0000,0.0000,5.0561,0.0000,0.0000,0.1166,0.0000,0.0000,0.0000,0.0000,274.6190,0.0000,0.7300,0.8500,0.0000,0.0000,200.0000,1.5700,1.0700,13.6587,21.9239,28.2440,0.0000,0.0000,13.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5225,0.0000,0.0000,0.0000,0.0000,200.0000
17,48EnNDPL2023/12/31,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,77.6893,0.0000,12.4614,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,71.6500,0.0000,148.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,28.2256,18.1196,0.0000,25.6957,38.5310,3.3472,13.0053,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.7022,0.0000,0.0000,0.0000,0.0000,0.8468,1.4450,0.0000,0.0000,0.0000,0.0000,5.0561,0.0000,0.0000,0.1166,0.0000,0.0000,0.0000,0.0000,274.6190,8.1570,0.7300,0.7700,0.0000,0.0000,200.0000,1.5700,1.0700,13.6587,21.9239,28.2440,0.0000,0.0000,12.5800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5225,0.0000,0.0000,0.0000,0.0000,200.0000
18,48EnNDPL2023/12/31,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,77.6893,0.0000,12.4614,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,67.4200,0.0000,148.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,28.2256,18.1196,0.0000,25.6957,38.5310,3.3472,13.0053,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,4.7743,1.9666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.7022,0.0000,0.0000,0.0000,0.0000,0.8468,1.4450,0.0000,0.0000,0.0000,0.0000,5.0561,0.0000,0.0000,0.1166,0.0000,0.0000,0.0000,0.0000,274.6190,8.1570,0.7300,0.7700,0.0000,0.0000,200.0000,1.5700,1.0700,13.6587,21.9239,28.2440,0.0000,0.0000,12.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5225,0.0000,0.0000,0.0000,0.0000,200.0000
19,48EnNDPL2023/12/31,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,77.6893,0.0000,12.4614,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,67.4200,0.0000,148.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,28.2256,18.1196,0.0000,25.6957,38.5310,3.3472,13.0053,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,4.7743,1.9666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.7022,0.0000,0.0000,0.0000,0.0000,0.8468,1.4450,0.0000,0.0000,0.0000,0.0000,5.0561,0.0000,0.0000,1.9666,0.0000,0.0000,0.0000,0.0000,274.6190,8.1570,0.7300,0.7700,0.0000,0.0000,200.0000,1.5700,1.0700,13.6587,21.9239,28.2440,0.0000,0.0000,12.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5225,0.0000,0.0000,0.0000,0.0000,200.0000
20,48EnNDPL2023/12/31,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,77.6893,0.0000,12.4614,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,67.4200,0.0000,148.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,28.2256,18.1196,0.0000,25.6957,38.5310,3.3472,13.0053,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,6.1857,1.9666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.7022,0.0000,0.0000,0.0000,0.0000,0.8468,1.4450,0.0000,0.0000,0.0000,0.0000,5.0561,0.0000,0.0000,1.9666,0.0000,0.0000,0.0000,0.0000,274.6190,0.0000,0.7300,0.7700,0.0000,0.0000,200.0000,1.5700,1.0700,13.6587,21.9239,28.2440,0.0000,0.0000,12.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5225,0.0000,0.0000,0.0000,0.0000,200.0000
21,48EnNDPL2023/12/31,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,77.6893,0.0000,12.4614,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,5.2309,0.0000,69.6064,0.0000,0.0000,67.4200,0.0000,148.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,28.2256,18.1196,0.0000,25.6957,38.5310,3.3472,13.0053,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,9.5485,1.9666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.7022,0.0000,0.0000,0.0000,0.0000,0.8468,1.4450,0.0000,0.0000,0.0000,0.0000,5.0561,0.0000,0.0000,1.9666,0.0000,0.0000,0.0000,0.0000,274.6190,8.1570,0.7300,0.7700,0.0000,0.0000,200.0000,1.5700,1.0700,13.6587,21.9239,28.2440,0.0000,0.0000,13.8800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5225,0.0000,0.0000,0.0000,0.0000,200.0000
