timeslot,revisionno,discomcode,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL
11,53EnNDPL2024/01/03,NDPL,0.0000,0.0000,0.0000,0.0000,11.8680,0.0000,0.0000,0.0000,77.6893,0.0000,0.0000,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,70.2800,0.0000,149.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,28.2256,18.1196,0.0000,25.6957,38.5310,3.3472,6.3508,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7213,0.0000,0.0000,6.8815,0.0000,0.0000,0.0000,16.7421,0.0000,0.0000,0.0000,0.0000,0.7455,1.4450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5891,0.0000,0.0000,0.0000,0.0000,274.6190,8.1570,0.7300,0.8500,0.0000,0.0000,200.0000,1.5300,1.0700,9.6642,21.9239,28.2440,0.0000,0.0000,7.8100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3721,0.0000,0.0000,0.0000,0.0000,200.0000
12,53EnNDPL2024/01/03,NDPL,0.0000,0.0000,0.0000,0.0000,11.8680,0.0000,0.0000,0.0000,77.6893,0.0000,0.0000,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,70.2800,0.0000,149.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,28.2256,18.1196,0.0000,25.6957,38.5310,3.3472,6.3508,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7213,0.0000,0.0000,6.8815,0.0000,0.0000,0.0000,16.7421,0.0000,0.0000,0.0000,0.0000,0.7455,1.4450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5891,0.0000,0.0000,0.0000,0.0000,274.6190,8.1570,0.7300,0.8500,0.0000,0.0000,200.0000,1.5300,1.0700,9.6642,21.9239,28.2440,0.0000,0.0000,6.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3721,0.0000,0.0000,0.0000,0.0000,200.0000
13,53EnNDPL2024/01/03,NDPL,0.0000,0.0000,0.0000,0.0000,11.8680,0.0000,0.0000,0.0000,77.6893,0.0000,0.0000,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,70.2800,0.0000,149.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,23.6236,18.1196,0.0000,25.6957,38.5310,3.3472,6.3508,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7213,0.0000,0.0000,6.8815,0.0000,0.0000,0.0000,16.7421,0.0000,0.0000,0.0000,0.0000,0.7455,1.4450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5891,0.0000,0.0000,0.0000,0.0000,274.6190,0.0000,0.7300,0.8500,0.0000,0.0000,200.0000,1.5300,1.0700,9.6642,21.9239,28.2440,0.0000,0.0000,6.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3721,0.0000,0.0000,0.0000,0.0000,200.0000
14,53EnNDPL2024/01/03,NDPL,0.0000,0.0000,0.0000,0.0000,11.8680,0.0000,0.0000,0.0000,77.6893,0.0000,0.0000,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,70.2800,0.0000,149.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,23.6236,18.1196,0.0000,25.6957,38.5310,3.3472,6.3508,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7213,0.0000,0.0000,6.8815,0.0000,0.0000,0.0000,16.7421,0.0000,0.0000,0.0000,0.0000,1.0155,1.4450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5891,0.0000,0.0000,0.0000,0.0000,274.6190,0.0000,0.7300,0.8500,0.0000,0.0000,200.0000,1.5300,1.0700,9.6642,21.9239,28.2440,0.0000,0.0000,6.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3721,0.0000,0.0000,0.0000,0.0000,200.0000
15,53EnNDPL2024/01/03,NDPL,0.0000,0.0000,0.0000,0.0000,11.8680,0.0000,0.0000,0.0000,77.6893,0.0000,0.0000,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,70.2800,0.0000,149.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,23.6236,18.1196,0.0000,25.6957,38.5310,3.3472,6.3508,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7213,0.0000,0.0000,6.8815,0.0000,0.0000,0.0000,16.7421,0.0000,0.0000,0.0000,0.0000,0.7455,1.4450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5891,0.0000,0.0000,0.0000,0.0000,274.6190,0.0000,0.7300,0.8500,0.0000,0.0000,200.0000,1.5300,1.0700,9.6642,21.9239,28.2440,0.0000,0.0000,6.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3721,0.0000,0.0000,0.0000,0.0000,200.0000
16,53EnNDPL2024/01/03,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,77.6893,0.0000,0.0000,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,70.2800,0.0000,149.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,23.6236,18.1196,0.0000,25.6957,38.5310,3.3472,6.3508,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7213,0.0000,0.0000,6.8815,0.0000,0.0000,0.0000,16.7421,0.0000,0.0000,0.0000,0.0000,1.0155,1.4450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5891,0.0000,0.0000,0.0000,0.0000,274.6190,0.0000,0.7300,0.8500,0.0000,0.0000,200.0000,1.5300,1.0700,9.6642,21.9239,28.2440,0.0000,0.0000,6.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3721,0.0000,0.0000,0.0000,0.0000,200.0000
17,53EnNDPL2024/01/03,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,77.6893,0.0000,0.0000,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,70.2800,0.0000,149.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,23.6236,18.1196,0.0000,25.6957,38.5310,3.3472,6.3508,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7213,0.0000,0.0000,6.8815,0.0000,0.0000,0.0000,16.7421,0.0000,0.0000,0.0000,0.0000,10.8392,1.4450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5891,0.0000,0.0000,0.0000,0.0000,274.6190,8.1570,0.7300,0.8500,0.0000,0.0000,200.0000,1.5300,1.0700,9.6642,21.9239,28.2440,0.0000,0.0000,6.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3721,0.0000,0.0000,0.0000,0.0000,200.0000
18,53EnNDPL2024/01/03,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,77.6893,0.0000,0.0000,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,70.2800,0.0000,149.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,23.6236,18.1196,0.0000,25.6957,38.5310,3.3472,6.3508,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7213,0.0000,0.0000,6.8815,0.0000,0.0000,0.0000,16.7421,0.0000,0.0000,0.0000,0.0000,10.8392,1.4450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5891,0.0000,0.0000,0.0000,0.0000,274.6190,8.1570,0.7300,0.8500,0.0000,0.0000,200.0000,1.5300,1.0700,9.6642,21.9239,28.2440,0.0000,0.0000,6.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3721,0.0000,0.0000,0.0000,0.0000,200.0000
19,53EnNDPL2024/01/03,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,77.6893,0.0000,0.0000,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,70.2800,0.0000,149.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,23.6236,18.1196,0.0000,25.6957,38.5310,3.3472,6.3508,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,4.7743,2.7213,0.0000,0.0000,6.8815,0.0000,0.0000,0.0000,16.7421,0.0000,0.0000,0.0000,0.0000,1.0155,1.4450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5891,0.0000,0.0000,0.0000,0.0000,274.6190,8.1570,0.7300,0.8500,0.0000,0.0000,200.0000,1.5300,1.0700,9.6642,21.9239,28.2440,0.0000,0.0000,9.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3721,0.0000,0.0000,0.0000,0.0000,200.0000
20,53EnNDPL2024/01/03,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.6893,0.0000,0.0000,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,66.1200,0.0000,149.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,23.6236,18.1196,0.0000,25.6957,38.5310,3.3472,6.3508,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,6.1857,2.7213,0.0000,0.0000,6.8815,0.0000,0.0000,0.0000,16.7421,0.0000,0.0000,0.0000,0.0000,0.7455,1.4450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5891,0.0000,0.0000,0.0000,0.0000,274.6190,0.0000,0.7300,0.8500,0.0000,0.0000,200.0000,1.5300,1.0700,9.6642,21.9239,28.2440,0.0000,0.0000,9.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3721,0.0000,0.0000,0.0000,0.0000,200.0000
21,53EnNDPL2024/01/03,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.6893,0.0000,0.0000,51.0920,0.0000,0.0000,14.4600,0.0000,27.6734,578.4950,0.0000,0.0000,69.6064,0.0000,0.0000,66.1200,0.0000,149.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3589,0.0000,0.0000,5.5654,23.6236,18.1196,0.0000,25.6957,38.5310,3.3472,6.3508,8.0965,10.6766,45.2591,0.0000,0.0000,0.0000,0.0000,0.0000,9.5485,2.7213,0.0000,0.0000,6.8815,0.0000,0.0000,0.0000,16.7421,0.0000,0.0000,0.0000,0.0000,0.7455,1.4450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2761,0.0000,0.0000,0.0000,0.0000,274.6190,8.1570,0.7300,0.7700,0.0000,0.0000,200.0000,1.5300,0.9900,9.6642,21.9239,28.2440,0.0000,0.0000,9.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3721,0.0000,0.0000,0.0000,0.0000,200.0000
