Block,Time,DHAULIGNGA,RAMPUR,CHAMERA3,KISHANGANGA,NJPC,NAPP,CHAMERA2,JHAJJAR,PARBATI3,KOTESHWR,DULHASTI,DADRT2,KOLDAM,RIHAND3,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,TANDA2,UNCHAHAR3,SEWA2,RIHAND1,URI2,UNCHAHAR2,RAPPC,UNCHAHAR1,SINGRAULI_HYDRO,RAPPB,BSIUL,CHAMERA1,TANAKPUR,SALAL,URI,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,FSTPP I & II,BRBCL,KHSTPP-I,KHSTPP-II,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
31,07:30-07:45,9.915135,0.487611,31.709733,2.551476,25.287274,44.858883,43.635161,661.459879,0,8.712864,53.905351,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,28.09872,5.8926,36.022,50.232,0,6.080756,89.995196,0,0,72.0861,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.41,0.87,0.16,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.81,0,18.140334,17.584,34.79931,147.515625,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.017738

32,07:45:08:00,9.915135,0,31.709733,2.551476,0,44.858883,43.635161,661.459879,0,8.712864,53.905351,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,28.09872,5.8926,36.022,50.232,0,6.080756,89.995196,0,0,72.0861,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.41,0.87,0.16,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.81,0,18.140334,17.584,34.79931,147.515625,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.017738

33,08:00-08:15,9.915135,0,31.709733,2.551476,0,44.858883,43.635161,661.459879,0,8.712864,53.905351,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,28.09872,5.8926,36.022,50.232,0,6.080756,89.995196,0,0,72.0861,0,0,0,6.41457,36.737993,0,3.03,2.38,1.89,0.41,0.87,0.16,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.78,0.81,0,18.140334,18.683,34.79931,147.515625,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

34,08:15-08:30,9.915135,0,31.709733,2.551476,0,44.858883,29.001777,661.459879,0,8.712864,35.813791,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,28.09872,5.8926,36.022,50.232,0,6.080756,89.995196,0,0,72.0861,0,0,0,6.41457,36.737993,0,3.03,2.38,1.89,0.41,0.87,0.16,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.78,0.81,0,18.140334,20.0018,34.79931,147.515625,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

35,08:30-08:45,9.915135,0,21.118518,2.551476,0,44.858883,29.001777,661.459879,0,8.712864,35.813791,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,28.09872,5.8926,36.022,50.232,0,6.080756,89.995196,0,0,72.0861,0,0,0,6.41457,36.737993,0,3.03,2.38,1.89,0.41,0.87,0.16,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.78,0.81,0,18.140334,20.0018,34.79931,147.515625,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

36,08:45:09:00,0,0,10.559259,2.551476,0,44.858883,29.001777,661.459879,0,8.712864,35.813791,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,28.09872,5.8926,36.022,50.232,0,6.080756,89.995196,0,0,72.0861,0,0,0,6.41457,36.737993,0,3.03,2.38,1.89,0.41,0.87,0.16,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.78,0.81,0,18.140334,20.0018,34.79931,147.515625,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

37,09:00:09:15,0,0,10.559259,2.551476,0,44.858883,14.42728,661.459879,0,8.712864,35.813791,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,28.09872,1.1529,36.022,50.232,0,6.080756,89.995196,0,0,72.0861,0,0,0,6.41457,36.737993,0,3.03,2.38,1.89,0.41,0.87,0.16,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.78,0.81,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

38,09:15-09:30,0,0,10.559259,2.551476,0,44.858883,14.42728,661.459879,0,8.712864,35.813791,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,28.09872,0,36.022,50.232,0,6.080756,89.995196,0,0,72.0861,0,0,0,6.41457,36.737993,0,3.03,2.38,1.89,0.41,0.87,0.16,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.78,0.81,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

39,09:30-09:45,0,0,10.559259,2.551476,0,44.858883,14.42728,661.459879,0,8.712864,35.813791,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,28.09872,0,36.022,50.232,0,6.080756,89.995196,0,0,72.0861,0,0,0,6.41457,36.737993,0,3.03,2.38,1.89,0.41,0.87,0.16,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.78,0.81,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

40,09:45-10:00,0,0,10.559259,2.551476,0,44.858883,14.42728,661.459879,0,8.712864,35.813791,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,28.09872,0,36.022,50.232,0,6.080756,89.995196,0,0,72.0861,0,0,0,6.41457,36.737993,0,3.03,2.38,1.89,0.42,0.87,0.16,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.78,0.84,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

41,10:00-10:15,0,0,10.559259,2.551476,0,44.858883,4.416514,661.459879,0,8.712864,35.936901,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,28.09872,0,36.022,50.232,0,6.080756,89.995196,0,0,72.0861,0,0,0,6.41457,35.571708,0,3.03,2.38,1.89,0.42,0.87,0.16,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.78,0.84,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021627,0,0,0.002557,0,0.017578

42,10:15-10:30,0,0,10.559259,2.551476,0,44.858883,4.416514,661.459879,0,8.712864,17.96845,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,28.09872,0,36.022,52.992,0,6.080756,89.995196,0,0,72.0861,0,0,0,6.41457,35.571708,0,3.03,2.38,1.89,0.44,0.87,0.16,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.78,0.89,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021627,0,0,0.002557,0,0.017578

43,10:30-10:45,0,0,10.559259,2.551476,0,44.858883,4.416514,661.459879,0,8.712864,0,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,28.09872,0,36.022,52.992,0,6.080756,89.995196,0,0,72.0861,0,0,0,6.41457,35.571708,0,3.03,2.38,1.89,0.44,0.87,0.16,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.83,0.89,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017578

44,10:45-11:00,0,0,10.559259,2.551476,0,44.858883,14.42728,661.459879,0,8.712864,0,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,28.09872,0,36.022,50.232,0,6.080756,89.995196,0,0,72.0861,0,0,0,6.41457,35.571708,0,3.03,2.38,1.89,0.44,0.87,0.16,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.83,0.89,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017578

45,11:00-11:15,0,0,0,2.551476,0,44.858883,14.42728,661.459879,0,8.712864,0,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,26.228,0,36.022,50.232,0,6.080756,89.995196,0,0,72.0861,0,0,0,6.41457,34.405422,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.83,0.89,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017418

46,11:15-11:30,0,0,0,2.551476,0,44.858883,14.42728,661.459879,0,8.712864,0,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,14.062,0,36.022,50.232,0,6.080756,89.995196,0,0,72.0861,0,0,0,6.41457,34.405422,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.83,0.89,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017418

47,11:30-11:45,0,0,0,2.551476,0,44.858883,14.42728,661.459879,0,8.712864,0,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,14.062,0,36.022,50.232,0,6.080756,89.995196,0,0,72.0861,0,0,0,6.41457,34.405422,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.83,0.89,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017418

48,11:45-12:00,0,0,0,2.551476,0,44.858883,14.42728,661.459879,0,8.712864,0,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,14.062,0,36.022,50.232,0,6.080756,89.995196,0,0,72.0861,0,0,0,6.41457,34.405422,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.83,0.89,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017418

49,12:00-12:15,0,0,0,2.551476,0,44.858883,14.42728,661.459879,0,8.712864,0,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,14.062,0,36.022,50.232,0,6.080756,88.779044,0,0,72.0861,0,0,0,6.41457,33.239137,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.83,0.89,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

50,12:15-12:30,0,0,0,2.551476,0,44.858883,14.42728,661.459879,0,8.712864,0,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,14.062,0,48.804,50.232,0,6.080756,88.779044,0,0,72.0861,0,0,0,6.41457,33.239137,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.83,0.89,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

51,12:30-12:45,0,0,0,2.551476,0,44.858883,14.42728,661.459879,0,8.712864,0,689.353782,0,126.520838,11.022091,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,14.062,0,48.804,50.232,0,6.080756,88.779044,0,0,72.0861,0,0,0,6.41457,33.239137,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.83,0.89,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

52,12:45-13:00,0,0,0,2.551476,0,44.858883,14.42728,661.459879,0,8.712864,0,689.353782,0,126.520838,22.044183,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,14.062,0,48.804,52.992,0,6.080756,88.779044,0,0,72.0861,0,0,0,6.41457,33.239137,0,3.03,2.38,1.89,0.43,0.87,0.17,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.83,0.83,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

53,13:00-13:15,0,0,0,2.551476,0,44.858883,14.42728,661.459879,0,8.712864,0,689.353782,0,126.520838,22.044183,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,14.062,0,48.804,52.992,0,6.080756,88.779044,0,0,72.0861,0,0,0,6.41457,32.072852,0,3.03,2.38,1.89,0.43,0.87,0.17,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.83,0.83,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.02133,0,0,0.002557,0,0.017259

54,13:15-13:30,0,0,0,2.551476,0,44.858883,14.42728,661.459879,0,8.712864,0,689.353782,0,126.520838,22.044183,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,14.062,0,48.804,50.232,0,6.080756,88.779044,0,0,72.0861,0,0,0,6.41457,32.072852,0,3.03,2.38,1.89,0.43,0.87,0.17,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.83,0.83,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.02133,0,0,0.002557,0,0.017259

55,13:30-13:45,0,0,0,2.551476,0,44.858883,14.42728,661.459879,0,8.712864,0,689.353782,0,126.520838,22.044183,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,0,0,48.804,50.232,0,6.080756,88.779044,0,0,72.0861,0,0,0,6.41457,32.072852,0,3.03,2.38,1.89,0.43,0.87,0.17,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.798603,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

56,13:45-14:00,0,0,0,2.551476,0,44.858883,14.42728,661.459879,0,8.712864,0,689.353782,0,126.520838,26.424757,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,0,0,48.804,50.232,0,6.080756,88.779044,0,0,72.0861,0,0,0,6.41457,32.072852,0,3.03,2.38,1.89,0.43,0.87,0.17,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.798603,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

57,14:00-14:15,0,0,0,2.551476,0,44.858883,14.42728,661.459879,0,0,0,689.353782,0,126.520838,33.066273,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,0,0,48.804,50.232,0,6.080756,88.779044,0,0,72.0861,0,0,0,6.41457,30.906565,0,3.03,2.38,1.89,0.43,0.87,0.17,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.798603,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

58,14:15-14:30,0,0,10.559259,2.551476,0,44.858883,14.42728,661.459879,0,0,0,689.353782,0,126.520838,33.066273,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,0,0,48.804,50.232,0,6.080756,88.779044,0,0,72.0861,0,0,0,6.41457,30.906565,0,3.03,2.38,1.89,0.43,0.87,0.17,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.798603,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

59,14:30-14:45,0,0,10.559259,2.551476,0,44.858883,11.777371,661.459879,0,0,0,689.353782,0,126.520838,33.066273,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,0,0,48.804,50.232,0,6.080756,88.779044,0,0,72.0861,0,0,0,6.41457,30.906565,0,3.03,2.38,1.89,0.43,0.87,0.17,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.829023,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

60,14:45-15:00,0,0,10.559259,2.551476,0,44.858883,11.777371,661.459879,0,0,0,689.353782,0,126.520838,33.066273,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,0,0,48.804,50.232,0,6.080756,88.779044,0,0,72.0861,0,0,0,6.41457,30.906565,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.78,0.81,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.829023,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

61,15:00-15:15,9.340346,0,10.559259,2.551476,0,44.858883,11.777371,661.459879,0,0,0,689.353781,0,126.520838,33.066273,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,0,0,36.022,50.232,0,6.080756,88.779044,0,0,72.0861,0,0,0,6.41457,30.906565,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.78,0.81,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.829023,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

62,15:15-15:30,9.340346,0,10.559259,2.551476,0,44.858883,11.777371,661.459879,0,0,0,689.353782,0,126.520838,33.066273,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,0,0,36.022,50.232,0,6.080756,88.779044,0,0,72.0861,0,0,0,6.41457,30.906565,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.78,0.81,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.829023,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

63,15:30-15:45,9.340346,0.395741,10.559259,2.551476,20.475526,44.858883,11.777371,661.459879,0,0,17.906895,689.353782,0,126.520838,33.066273,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,0,6.0207,36.022,50.232,0,6.080756,88.779044,0,0,72.0861,0,0,0,6.41457,30.906565,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.62,0,1.85,7.94,1.94,0,9.33,0.25,1.78,0.81,0,18.140334,20.0018,34.79931,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.829023,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

